AET 26,Estimate cut and fill for a surveyed tract.
AET 26,Communicate and work cooperatively with others.
AET 30,List all the safety and operation rules for tractors and crawlers.
AET 30,Operate wheel and track type tractors safely and properly.
AET 30,Identify tractor parts and their function.
AET 30,Describe power generation and transmission systems.
AET 30,Select the proper equipment for a specific job.
AET 30,Perform operator level maintenance and adjustment of tractor systems.
AET 30,Diagnose and repair minor tractor problems.
AET 30,Back a tractor and trailer through a course safely and accurately.
AET 30,Attach implements to tractor safely and properly.
AET 30,Communicate and work cooperatively with others.
AET 34,List safety and operation rules for each type of equipment.
AET 34,Operate tillage_ planting_ and harvest equipment safely and properly.
AET 34,Identify equipment parts and their function using correct terminology.
AET 34,Select equipment appropriate to specific operations.
AET 34,Perform appropriate calibration calculations and adjustments.
AET 34,Describe the principles of operation of each type of equipment.
AET 34,Communicate and work cooperatively with others.
AET 35,Explain regulations and rules concerning construction and excavation work sites.
AET 35,Write clear and concise reports_ estimates_ and plans.
AET 35,Identify skills required for management of work teams.
AET 35,Evaluate soils for excavation.
AET 35,Develop an erosion control strategy.
AET 35,Assess the fundamentals of fleet management.
AET 35,Communicate and work cooperatively with others.
AET 36,Select the proper equipment for a specific project.
AET 36,Perform operator level maintenance and adjustment.
AET 36,Write machine condition and use reports.
AET 36,Operate wheel and track type equipment safely and properly.
AET 36,Coordinate multiple machine operations.
AET 36,Practice proper operating techniques for specific machines.
AET 36,Plan and lay out excavations using survey equipment.
AET 36,Communicate and work cooperatively with others.
AET 38,Explain the operating principles of Diesel engines and related systems.
AET 38,Measure engine components and evaluate serviceability.
AET 38,Identify components used in engine and related systems.
AET 38,Identify the knowledge and skills required to repair and maintain electrical_ hydraulic_ engine_ and power train components.
AET 38,Differentiate between open circuits_ short circuits and shorts to ground in electrical circuit systems.
AET 38,Construct and analyze electrical circuits from schematic diagrams.
AET 38,Communicate and work cooperatively with others.
AET 43,Explain the operating principles of hydraulic and pneumatic systems.
AET 43,Evaluate component compatibility for hydraulic and pneumatic systems.
AET 43,Explain nomenclature and symbols of hydraulic and pneumatic systems.
AET 43,Solve problems involving pressure and flow.
AET 43,Identify components used in hydraulic and pneumatic systems.
AET 43,Properly adjust air brakes using the simulator axle.
AET 43,Perform in-cab air brake tests.
AET 43,Assemble a working dual air brake system using actual components.
AET 43,Communicate and work cooperatively with others.
AET 44,Define and apply terms associated with plan reading_ grade setting_ and drainage.
AET 44,Interpret construction plans to determine grading requirements.
AET 44,Set grades from a benchmark.
AET 44,Describe and apply proper practices for setting grades using a laser level_ GPS or string.
AET 44,Identify and describe methods for maintaining construction site drainage.
AET 44,Describe and perform basic grading operations.
AET 44,Describe and apply proper practices for establishing the grade of a trench and drain pipe.
AET 44,Interpret markings of cut and fill slope stakes.
AGS 99,Identify CWE objectives that are unique to each student and employment situation in consultation with their employer and CWE instructor prior to enrollment.
AGS 99,Describe the importance of on-the-job responsibilities.
AGS 99,Identify the attitudes and knowledge elements necessary for success.
AGS 10,Identify the factors that enabled the development of early agrarian societies.
AGS 10,"Describe the three ""revolutions"" in agricultural technology."
AGS 10,Analyze the impact of food distribution on hunger.
AGS 10,Identify and explain the major global food issues.
AGS 10,Describe the problems of food and fiber production in developing and developed countries and identify potential solutions to these problems.
AGS 20,Identify and discuss scientific methods and scientific research.
AGS 20,Categorize the roles of higher plants in the living world.
AGS 20,Describe the structural components of higher plants.
AGS 20,Explain the standard plant propagation methods.
AGS 20,Describe sexual and asexual reproduction in higher plants.
AGS 20,Explain photosynthesis_ respiration_ and translocation in higher plants.
AGS 20,Describe the physical and chemical properties of soils and how they affect soil erosion problems.
AGS 20,Describe the climatic influences on plant growth and development.
AGS 20,Categorize the biological competitors of higher plants.
AGS 40,Identify animal contributions to the development of human civilizations.
AGS 40,Describe economically significant breeds of animals and their unique adaptations.
AGS 40,Describe the function of the major body systems.
AGS 40,Identify reproductive cycles and biotechnological principles of animal reproduction.
AGS 40,Analyze genetic change through artificial/natural selection.
AGS 40,Discuss nutritional needs for various body functions.
AGS 40,Describe animal behavior as it relates to animal domestication_ health and performance.
AGS 40,Explain basic strategies for disease control_ prevention and management.
AGS 40,Utilize the scientific method to collect data_ calculate production parameters and make scientifically-based management decisions.
AGS 40,Identify and discuss current issues affecting animal agriculture.
AGS 45,Identify feedstuffs common to livestock rations.
AGS 45,Use feeding tables and publications in analyzing feedstuffs.
AGS 45,Describe basic animal nutrients and their assimilation with the body.
AGS 45,Balance a ration for a variety of commercial livestock species.
AGS 45,Identify problems involved in practical feeding of livestock.
AGS 45,Evaluate economic factors and trends in feeding.
AGS 45,Identify various primary and by-product feeds_ forms and processing techniques.
AGS 45,Apply changing nutritional requirements based upon animal physiological development.
AGS 45,Identify career requirements and potential opportunities leading to successful employment.
AGS 51,Name the effect of major nutrients on plant growth_ development_ and disease resistance.
AGS 51,Identify the basic fertilizer requirements of major crops grown in the area.
AGS 51,Explain the importance of fertilizers in agricultural production.
AGS 51,List the different methods of applying fertilizers including the advantages and disadvantages of each method.
AGS 51,Explain the effect on pH that fertilizers have regarding crops_ soil and fertilizer interactions.
AGS 97,Develop a set of research notes based on personal observations_ readings_ discussions and media presentations. Notes must be orderly_ legible and meaningful for future reference_ and include analytical questions.
AGS 97,Produce a summary research report with supporting notes that is orderly_ legible and meaningful for future reference; including an index and bibliography.
AGS 97,Draw from their notes sufficient data as to be able to write a logically ordered analytical essay of at least 1_500 words in a proper research-paper form_ on a chosen topic that is pertinent to the special study theme.
AGS 104B,Discuss the importance of soil and soil fertility.
AGS 104B,Identify management strategies to manage the physical aspects of the soil.
AGS 104B,Read and interpret soil test_ pH meters_ Oxygen meters_ and refractometers.
AGS 104B,Identify and discuss the proper organic sprays for nutrition and disease control.
AGS 104B,Explain the relationships between pH_ EC (electrical conductivity)_ alkalinity_ and water quality.
AGS 104B,Identify common winter and summer weeds.
AGS 104B,Identify common agricultural pests.
AJ 1,Explain the function and process of local_ state_ and federal law enforcement agencies.
AJ 1,Identify career opportunities and current employment requirements in law enforcement.
AJ 1,Identify current issues and events relevant to law enforcement and relationships between the police and society.
AJ 1,Describe the professional responsibilities of law enforcement including ethical standards and moral responsibility.
AJ 3,Use various on-line legal resources to access legal information.
AJ 3,Identify and interpret various State statutes and legal terminology.
AJ 3,Perform legal research independently.
AJ 3,Prepare legal briefs of appellate court decisions.
AJ 4,Discuss the goals and characteristics of criminal law.
AJ 4,Explain the adversary system and sources of criminal law.
AJ 4,Discuss the philosophical and historical evolution of criminal law_ noting the role of the judiciary in its development.
AJ 4,Know the basic terminology_ definitions and theories of criminal law.
AJ 4,Identify elements of offenses against the person_ property_ morals and public welfare.
AJ 4,Classify crimes according to severity.
AJ 4,Explain the concept of lesser included offenses.
AJ 4,Explain capacity to commit crime_ causation_ and culpability.
AJ 4,Critically analyze various components of our system of criminal law.
AJ 4,Prepare legal briefs of appellate course decisions.
AJ 6,Identify and differentiate various types of evidence.
AJ 6,Define and describe key rules of evidence.
AJ 6,Critically evaluate and apply the rules of evidence to specific case facts.
AJ 6,Prepare legal briefs of appellate course decisions.
AJ 7,Explain the importance of police report writing responsibilities as they relate to case prosecution.
AJ 7,Utilize basic English grammar and comprehension skills to prepare police reports.
AJ 7,Transfer visual information_ crime scene analysis and witness statements to standardized police reports.
AJ 7,Demonstrate the ability to prepare professional police reports and supporting documentation for submission to the District Attorney's office or the United States Attorney's office for prosecution.
AJ 8,Identify and explain the role of documentation in the criminal investigative process.
AJ 8,Recognize_ identify and explain the implications of a given piece of evidence in a criminal process.
AJ 8,Identify critical ethical issues relating to criminal investigation.
AJ 8,Describe successive evolutionary stages of the criminal investigative process.
AJ 8,Identify procedures for first responders to crime scenes.
AJ 8,Describe the duties related to the basic functions of crime scene management (management control_ evidence search and processing_ general area investigation).
AJ 8,Identify role of forensic examination in a criminal investigative process.
AJ 8,Compare and contrast the legalities and strategies of interview and interrogation.
AJ 8,Identify key information sources and data systems available to investigators.
AJ 8,Explain the role of the investigator in the judicial process.
AJ 10,Critically analyze and describe the juvenile justice system and it context in the criminal justice system.
AJ 10,Identify career opportunities and current employment requirements in regards to juvenile offenders.
AJ 10,Critically distinguish between delinquency_ status offenses_ and dependency.
AJ 10,Critically Analyze the distinctions between the adult and juvenile justice systems.
AJ 10,Critically evaluate Constitutional protections extended to juveniles thru judicial decisions.
AJ 10,Critically appraise the Juvenile Court Dispositions.
AJ 11,Identify and describe the stages in the trial process.
AJ 11,Identify and critically analyze the concepts of due process as found in the 6th_ 8th_ and 14th amendments_ including right to counsel_ bail_ jury trial and due process.
AJ 11,Describe the history and application of the exclusionary rule in shaping criminal procedure.
AJ 11,Describe application of the right to counsel in a criminal case.
AJ 11,Describe application of the right to a jury trial.
AJ 11,Critically analyze the constitutionality of searches_ seizures_ admissions and confessions.
AJ 11,Describe what constitutes an unreasonable search and seizure.
AJ 11,Describe the Miranda decision and the privilege against self-incrimination.
AJ 11,Prepare legal briefs of appellate course decisions.
AJ 14,Explain the history and evolution of multiculturalism in the U.S. and the challenges presented by a multicultural society.
AJ 14,Identify and explain key issues that pose potential conflict between diverse communities and the courts_ police and corrections.
AJ 14,Identify and describe the strategies for the administration of justice in a multicultural society.
AJ 97,Develop a set of research notes based on personal observations_ readings_ discussions and media presentations. Notes must be orderly_ legible and meaningful for future reference_ and include analytical questions.
AJ 97,Produce a summary research report with supporting notes that is orderly_ legible and meaningful for future reference; including an index and bibliography.
AJ 97,Draw from their notes sufficient data as to be able to write a logically ordered analytical essay of at least 1_500 words in a proper research-paper form_ on a chosen topic that is pertinent to the special study theme.
AJ 99,Identify CWE objectives that are unique to each student and employment situation in consultation with their employer and CWE instructor prior to enrollment.
AJ 99,Describe the importance of on-the-job responsibilities.
AJ 99,Identify the attitudes and knowledge elements necessary for success.
AJLE 1,Recognize signs and symptoms of mental illness
AJLE 1,Effectively communicate with a person in crisis having a mental illness or developmental disability
AJLE 1,De-escalate individuals with mental illness in crisis
AJLE 1,Identify coping skills that will benefit the officers' professional and personal lives
AJLE 100,Meet or exceed the requirements as set forth by Peace Officer Standards and Training (P.O.S.T.) for California Peace Officer Training for LD-32 Lifetime Fitness.
AJLE 100,Evaluate and manage their physical fitness and maintain a healthy lifestyle in order to safely and effectively perform peace officer duties.
AJLE 100,Describe the connection between proper nutrition and maintaining body composition_ physical conditioning_ and reducing the risk of illness or injury.
AJLE 100,Identify and describe common health problems and utilize appropriate risk management techniques to ensure health and physical fitness.
AJLE 100,List the causes of stress and explain how to manage it effectively in order to protect personal health and ensure the ability to perform peace officer duties.
AJLE 140,Meet or exceed the requirements as set forth by Peace Officer Standards and Training (P.O.S.T.) for California Peace Officer Training with the exception of LD-32 Lifetime Fitness.
AJLE 140,Demonstrate_ through written exams_ crime scene scenario testing_ and manipulative skills_ core competencies as mandated by P.O.S.T.
AJLE 141,Demonstrate competency in 42 P.O.S.T. learning domains.
AJLE 141,Demonstrate_ through written exams_ crime scene scenario testing_ and manipulative skills_ core competencies as mandated by P.O.S.T.
AJLE 141,Demonstrate_ through written exams_ DFG scenario testing_ and manipulative skills_ core competencies as mandated by DFG.
AJLE 142,Meet or exceed the requirements as set forth by P.O.S.T.
AJLE 142,Demonstrate_ through written exams_ scenario testing_ and manipulative skills_ core competencies as mandated by P.O.S.T.
AJLE 142,Demonstrate_ through written exam_ DFG scenario testing_ and manipulative skills_ core competencies as mandated by DFG.
AJLE 142,Demonstrate_ through written exams_ scenario testing_ and manipulative skills_ core competencies as mandated by P.O.S.T.
AJLE 142,Demonstrate_ through written exams_ scenario testing_ and manipulative skills_ core competencies as mandated by P.O.S.T.
AJLE 150,Demonstrate an understanding of P.O.S.T. Learning Domains 1 (Professionalism and Ethics); 2 (Criminal Justice System); 3 (Community Relations); and 5 (Introduction to Criminal Law).
AJLE 150,Demonstrate an understanding of P.O.S.T. Learning Domains 6 (Crimes Against Property); 7 (Crimes Against Persons); and 8 (General Criminal Statutes).
AJLE 150,Demonstrate an understanding of P.O.S.T. Learning Domains 15 (Laws of Arrest); 16 (Search and Seizure); and 20 (Use of Force).
AJLE 150,Demonstrate an understanding of P.O.S.T. Learning Domains 31 (Custody); 36 (Information Systems); and 39 (Crimes Against the Justice System).
AJLE 151A,Define professionalism and ethics
AJLE 151A,Identify the components of the criminal justice system
AJLE 151A,Identify the steps of decision making
AJLE 151A,Identify the elements of crime and law
AJLE 151A,Identify the laws of evidence
AJLE 151A,Demonstrate basic investigation and interrogation skills
AJLE 151A,Demonstrate basic communication and report writing skills
AJLE 151A,Demonstrate arrest and control techniques
AJLE 151B,Identify basic types of handguns
AJLE 151B,Demonstrate firearm safety
AJLE 151B,Demonstrate handgun shooting principles
AJLE 151B,Demonstrate target and combat shooting techniques
AJLE 153,Meet or exceed the requirements as set forth by P.O.S.T._ consisting of 27 comprehensive learning domains and the demonstration_ through written exams and skills demonstrations_ of acquired core competencies.
AJLE 153,Demonstrate_ through written exams_ scenario testing_ and manipulative skills_ core competencies as mandated by P.O.S.T.
AJLE 164,Describe the basic roles_ responsibilities_ and duties of the public safety dispatcher within the law enforcement agencies.
AJLE 164,Demonstrate practical application of learned information to all newly appointed public safety dispatchers.
AJLE 164,Explain the skills and knowledge necessary to work in a law enforcement communications center in a productive and professional manner.
ALH 2,Differentiate signs and symptoms of specific illnesses and injuries.
ALH 2,Describe and demonstrate how to care for specific illnesses and injuries.
ALH 2,Demonstrate CPR to the Health Care Provider level.
ALH 2,Identify and describe the various career pathways available in the health care field.
ALH 99,Identify CWE objectives that are unique to each student and employment situation in consultation with their employer and CWE instructor prior to enrollment.
ALH 99,Describe the importance of on-the-job responsibilities.
ALH 99,Identify the attitudes and knowledge elements necessary for success.
ALH 104,Interpret the meaning of medical terms by analyzing the basic elements of the terms.
ALH 104,Classify medical terms in relation to basic anatomy_ physiology_ and pathology of body systems.
ALH 104,Identify medical terms correctly.
ALH 104,Pronounce medical terms correctly.
ANTH 2,Describe the scientific process as a methodology for understanding the natural world.
ANTH 2,Define the scope of anthropology and discuss the role of biological anthropology within the discipline.
ANTH 2,Identify the main contributors to the development of evolutionary theory.
ANTH 2,Explain the basic principles of Mendelian_ molecular and population genetics.
ANTH 2,Evaluate how the forces of evolution produce genetic and phenotypic change over time.
ANTH 2,Demonstrate an understanding of classification_ morphology and behavior of living primates.
ANTH 2,Summarize methods used in interpreting the fossil record_ including dating techniques.
ANTH 2,Recognize the major groups of hominin fossils and describe alternate phylogenies for human evolution.
ANTH 2,Identify the biological and cultural factors responsible for human variation.
ANTH 2H,analyze and synthesize significant global ideas and primary original works and writing;
ANTH 2H,demonstrate critical thinking skills in seminar-type discussions;
ANTH 2H,demonstrate advanced writing skills and critical_ creative thinking in composing a minimum of 5000 words in analytical papers and reading responses;
ANTH 2H,generate creative_ original responses to course material;
ANTH 2H,demonstrate and apply the foundations of evolutionary theory across a variety of living communities including extinct and living human groups;
ANTH 2H,compare evolutionary patterns for primates and apply to an understanding of human evolution;
ANTH 2H,apply and synthesize concepts associated with human variation as a means of understanding biological variation and for challenging the fallacy of race;
ANTH 2H,demonstrate a working knowledge of DNA replication_ genetics_ and epigenetics.
ANTH 13,define and describe the basic anthropological approaches (method and theory) to the cross-cultural study of religion.(e.g. belief systems).
ANTH 13,name and appraise the work of important anthropologists who have studied religious belief systems from an anthropological perspective.
ANTH 13,recognize certain theoretical explanations that can be applied to a functional understanding of religious behavior and thinking and apply these models to contemporary life.
ANTH 13,recognize and describe various religious functionaries as they are found across a variety of societies and cultural circumstances.
ANTH 13,recognize the integrated nature of belief in terms of how rituals and religious themes often reflect recurring patterns of subsistence cycles_ social organization_ and psychological imperatives.
ANTH 13,compare and contrast non western belief systems with those typically predominate in the west.
ANTH 16,Identify the various archaeological theories_ methods_ and techniques used to investigate the human past.
ANTH 16,Demonstrate an understanding of the nature of scientific inquiry and its application in archaeological research.
ANTH 16,Articulate the goals_ and the legal_ operational_ and ethical framework of cultural resource management and heritage preservation.
ANTH 16,Illustrate the use of archaeological methods with reference to cultural sequences.
ANTH 16,Discuss the relationship between anthropology and archaeology.
ANTH 17,describe and summarize the basic foundations of linguistic inquiry.
ANTH 17,apply forms of linguistic description and analysis across areas of linguistic concern such as language acquisition_ phonology_ morphology_ syntax_ semantics_ and extended forms of discourse.
ANTH 17,review and apply various theoretical models such as those used to explain the nature of language_ comparative and historical linguistics_ and the structure of language.
ANTH 17,describe and analyze linguistics and literacy texts as they occur across social contexts.
ANTH 17,apply linguistic forms of analysis and explanation to the solution of language based human problems (Applied Linguistics).
ANTH 18,identify all major world culture areas and the major cultural traditions associated with each of them (culture areas).
ANTH 18,define and recount environmental_ sociocultural_ and biological factors that contribute to the formation of societal types across time and space.
ANTH 18,demonstrate proficiency at identifying and applying theories of culture change and contact as these inform an understanding of emergent global cultural systems.
ANTH 18,locate and distinguish major world culture areas (eg Africa_ Mesoamerica_ Oceania_ etc.) on a global level.
ANTH 32,demonstrate a basic understanding of anthropological methods and concepts as these pertain to the study of precontact and post contact North American Native populations.
ANTH 32,demonstrate a clear understanding of specific concepts_ and factual knowledge regarding the distribution and cultural behavior of various Native American societies (e.g. Algonkian_ Apache_ Maidu_ Inuit_ to name a few). This will include an understanding of the cultural dynamics of subsistence practices_ social organization_ and indigenous Native American world view(s).
ANTH 32,summarize the history of various Native American groups in terms of their historic contact with Euroamericans. This will include discussions focused on culture contact process.
ANTH 32,discuss contemporary issues associated with modern Native American groups.
ANTH 32,critique stereotypes of Native Americans and provide insight about Native Americans based on actual ethnohistoric data.
ANTH 33,identify and discuss basic foundational knowledge of the field of Mesoamerican studies (e.g. cultural geography_ the distribution of major language families and models of culture change).
ANTH 33,analyze_ synthesize_ and comprehend materials associated with various time periods associated with specific precontact Mesoamerican traditions (e.g. archaeological information on the Paleo-Indian period_ Archaic_ Preclassic_ Classic and Postclassic periods_ and in such areas as central Mexico and the Maya area.)
ANTH 33,explain (through an understanding of culture change) how major Mesoamerican traditions developed and collapsed at various times.
ANTH 33,recount what happened to indigenous Mesoamericans after contact with Europeans.
ANTH 33,apply various theoretical models that explain culture changes and evolution.
ANTH 34,describe and summarize the basic history and culture contact situations associated with Native American/Euroamerican history (starting in 1492 _ but will focus especially on the time frame from 1890 to the present).
ANTH 34,demonstrate knowledge of the dynamics of culture conflict and resolution as these unfolded across North America from the Colonial Period to modern times. Anthropological models for understanding culture contact and change will be addressed.
ANTH 34,identify and conceptualize various contemporary issues related to socioeconomics_ health care_ education_ and politics as these pertain to modern Native Americans.
ANTH 34,demonstrate knowledge and the application of past treaties to contemporary legal contexts and how various treaties impact Native American communities today.
ANTH 34,discuss issues pertaining to various Native American movements that have been active at various times in American history (especially since WWII).
ANTH 34,critique common stereotypes of Native Americans; critiques should draw from actual ethnohistoric data.
ANTH 95,Develop a set of research notes based on personal observations_ readings_ discussions and media presentations. Notes must be orderly_ legible and meaningful for future reference_ and include analytical questions.
ANTH 95,Produce a summary research report with supporting notes that is orderly_ legible and meaningful for future reference; including an index and bibliography.
ANTH 95,Draw from their notes sufficient data as to be able to write a logically ordered analytical essay of at least 1_500 words in a proper research-paper form_ on a chosen topic that is pertinent to the special study theme.
ART 39,Identify design principles necessary for a successful career in Graphic Design and related fields.
ART 39,Analyze business procedures necessary for a successful career.
ART 39,Demonstrate proficiency in the communication skills necessary to work effectively with a client_ art director_ agency_ printer_ service bureau_ representative_ or broker.
ART 39,Identify and describe the procedures necessary to run an efficient graphic design business without sacrificing aesthetic concentration.
ART 50,Demonstrate knowledge of various types of clays_ glazes_ firing techniques_ and elements of kiln design.
ART 50,Design and build clay forms using a variety of forming techniques_ such as coil_ slab_ pinch_ wheel-thrown_ and combination methods.
ART 50,Utilize simple glaze formulation and techniques of application to successfully achieve finished surfaces with desired colors_ textures_ and design elements.
ART 50,Demonstrate knowledge of historical_ as well as contemporary uses of the ceramic medium for sculpture and pottery.
ART 50,Create a body of finished work that is responsive to assigned projects_ and demonstrates technical proficiency_ creative problem-solving_ and self-expression.
ART 52,Describe the various types of clays_ glazes_ firing techniques_ and elements of kiln design used in ceramics.
ART 52,Design and create clay forms using a variety of forming techniques_ such as wheel-throwing_ coil_ slab_ pinch_ extrusions_ and combination methods.
ART 52,Utilize glaze formulation and techniques of application to successfully achieve finished surfaces with desired colors_ textures_ and design elements.
ART 52,Create artworks that are informed by the historical and contemporary uses of the ceramic medium for sculpture and pottery.
ART 52,Create a body of finished work that is responsive to assigned projects_ and that demonstrates technical proficiency_ creative problem-solving_ and self-expression.
ART 54,Differentiate low-fire clay varieties_ ceramic forming glazing_ and firing processes
ART 54,Create ceramic forms utilizing pinch_ coil_ soft slab_ hard slab_ and throwing techniques.
ART 54,Analyze and demonstrate existing ceramic pieces and distinguish the forming_ glazing_ and firing processes used in creating them throughout history
ART 54,Produce and apply low-fire surface treatment to a variety of different forms
